Speaker ID,Text_en,Text_ortho,Sent ID,Sound Url
Sp29,"Well, brother, as a Warri boy, the thing is that this country (the way I see it), this country does not hav-... it doesn't have a good future just, just because of the way things are, anyways.","Well, bros, as a Warri boy now, di ting be sey di country (di way I dey see am), di country no ge-... e no get any better future for front because di way ting just dey, ting just dey anyhow.",ABJ_INF_12_Evictions_MG__1,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because normally, they do... they do promise us this will happen, that it will happen, but all of us have been waiting, nothing is happening.","Because normally, de dey, de dey promise us sey dis one go happen, dis one go happen, but all of us don dey wait, noting dey happen.",ABJ_INF_12_Evictions_MG__2,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Take my family for example: I remember last time when they said that they wanted to pay uh... old pensioners something.,I fit use my own family as example be sey I remember last time wey de bin call sey de want pay ehn old pensioner someting.,ABJ_INF_12_Evictions_MG__3,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Almost...,Almost...,ABJ_INF_12_Evictions_MG__4,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,This was almost four or five years ago.,"Dis one na almost four, to five years now.",ABJ_INF_12_Evictions_MG__5,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,We've been waiting.,We don dey wait.,ABJ_INF_12_Evictions_MG__6,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Nothing is happening.,Noting dey happen.,ABJ_INF_12_Evictions_MG__7,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"And most of the things about the coun-... the economy, they say things will get better, things will get better, but the thing is... everything is just going from bad to worse, like a grease fire.","And most of di ting wey di coun-... di economy dey talk sef, de say tings go better, tings go better, but di ting, everyting just dey go from bad to worst, from fry pan to fire.",ABJ_INF_12_Evictions_MG__8,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"But anyhow, any which way we... all of us... the thing is, Nigerians, we are hardworkers.","But any which way sha, we, all of us, di ting be sey Nigerians, na hard workers we be.",ABJ_INF_12_Evictions_MG__9,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"For instance, recently, in my area, they just did some demolition, and some people were impacted.","Like recently now, for my area, de just do demolition, and some people just suffer.",ABJ_INF_12_Evictions_MG__10,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"They didn't even warn anybody saying ""we are coming, move your things.""","De no even warn anybody sey we dey come, moh una pack una tings.",ABJ_INF_12_Evictions_MG__11,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"They just came and pulled everything down, different houses, including people's shops, their cars.","De just con carry everyting down, different houses, even people shop, deir motor.",ABJ_INF_12_Evictions_MG__12,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,The man who was driving the bulldozer just buried everything.,Di man wey dey drive di demolition motor just carry everyting put underground.,ABJ_INF_12_Evictions_MG__13,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Some people even died just yesterday.,Some people sef even die yesterday sef.,ABJ_INF_12_Evictions_MG__14,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So the thing is, we Nigerians who own this country, they are treating us like we're foreigners in our own land where my mother gave birth to me, and my... my... it's here that my father comes from.","So di ting be sey we, Nigerians wey get dis country, de dey treat us like sey we be foreigner for our own country where my mama born me, and my, my, na here my papa comot from.",ABJ_INF_12_Evictions_MG__15,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,It's like I'm a foreigner.,E go be like sey na foreigner I be.,ABJ_INF_12_Evictions_MG__16,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"It's like I... I smuggled myself into the country, but actually, it's my country, it's me, it's my...","E be like sey na, I, I smuggle mysef enter di country, but meanwhile, na me get country, na me be my...",ABJ_INF_12_Evictions_MG__17,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,I'm a citizen.,I be citizen.,ABJ_INF_12_Evictions_MG__18,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"The government should seriously stop all these promises of theirs, they should try to work out something for us uh... the origi-... or, or, uh... ordinary Nigerians so that we can get our hands on basic things.","So serious one be sey make government stop all dese deir promises, meh dem try work out someting for us, di origi-... or, or, ehn ordinary Nigerians so dat make small tings tay dey reach our hands.",ABJ_INF_12_Evictions_MG__19,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because if a guy does a bad thing, they will say he's a thief, but if a guy hustles, they will bring us back to square one.","Because if person do bad ting now, de go say person don thief, but if person hustle, de go dey bring us go back to square one.",ABJ_INF_12_Evictions_MG__20,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, at least, the government should try to do something somehow.","So at least, make government try do someting any which way.",ABJ_INF_12_Evictions_MG__21,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"But for me anyway, what I... I would not like the government to do... the government should try a little... they should create a few opportunities for people.","Ehn for me sha, wetin me, I go not like government make do sey make government try small, make dem create small, small opportunities for people.",ABJ_INF_12_Evictions_MG__22,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"At least, even if it is...","At least, even if na...",ABJ_INF_12_Evictions_MG__23,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Because the time when...,Because di time wey...,ABJ_INF_12_Evictions_MG__24,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"I heard the time Buhari said he wanted to get into government, he said he will be giving every graduate five... five thousand, or some amount of money that they would use to start a business.","I hear sey di time wey Buhari say e wan enter government, im talk sey im go dey give every graduate five, five k, or some amount of money wey go take start business.",ABJ_INF_12_Evictions_MG__25,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, that kind of thing would make sense to help the country move forward a little.",So dat kind ting go make sense so dat di country go move forward small.,ABJ_INF_12_Evictions_MG__26,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because as they say, an idle man is the devil's workshop.",Because everybody dey say idle man is a devil's workshop.,ABJ_INF_12_Evictions_MG__27,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"A person who stays in one place, he will be thinking of how to steal, or how to kidnap a person, and that's what we don't want.","Person wey sit down one place now, e go dey tink of how to take thief, or how to take kidnap person, and na wetin wesef no want.",ABJ_INF_12_Evictions_MG__28,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So the government should try to take, put some money into the economy so people can put food on the table.","So make government try take, put some revenue inside make person take see food chop.",ABJ_INF_12_Evictions_MG__29,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because sometimes, even some families, die of hunger.","Because sometime, some family sef, na hungry dey kill dem.",ABJ_INF_12_Evictions_MG__30,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"And they say they want the country to be fine, to be better, but the government is not doing anything.","And de say de wan make di country fine meh better, but, di government no dey do anyting.",ABJ_INF_12_Evictions_MG__31,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Instead, all you hear is this one stole this, that one...","Instead, you go dey hear sey dis one thief, dis one...",ABJ_INF_12_Evictions_MG__32,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"This one says he wants to return this one, that one did that.","Dis one say e wan return dis one, dis one do dis one.",ABJ_INF_12_Evictions_MG__33,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"But we are the ones who... we are the ones who suffer more, the ones at the bottom.","But na we wey dey, na we dey suffer am pass, we wey dey underground.",ABJ_INF_12_Evictions_MG__34,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,So the government should make an effort.,So make government try.,ABJ_INF_12_Evictions_MG__35,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,That's why we voted them in.,Dat'S why we vote dem in.,ABJ_INF_12_Evictions_MG__36,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They are supposed to protect us.,De suppose dey protect us.,ABJ_INF_12_Evictions_MG__37,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They should try to cover us.,Make dem try cover us up.,ABJ_INF_12_Evictions_MG__38,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They should arrange little... some little things for us.,"Make dem put small, some small tings for us.",ABJ_INF_12_Evictions_MG__39,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Even if it's just giving us a little money, to start a business, or do something.","Even if na to give us small money, moh take start business, or do someting.",ABJ_INF_12_Evictions_MG__40,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,It will make more sense than having people do things by themselves.,E for make sense dan dis one wey people go dey do tings by demsef.,ABJ_INF_12_Evictions_MG__41,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"In the end, they will still come and take it from the ground.","At di end, de go still con come comot am from ground.",ABJ_INF_12_Evictions_MG__42,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Well, the problem I faced when I was little was when uh... my mother was fired the time I was in school.",Ehn di incident wey I be face when I small na when ehn de bin sack my mama from work di time wey I dey school.,ABJ_INF_12_Evictions_MG__43,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because my mother worked hard, made a little money, sent me abroad to go learn a little something.",Because my mama bin hustle small money send me abroad now go learn small ting.,ABJ_INF_12_Evictions_MG__44,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, that was how...",So naim dey con...,ABJ_INF_12_Evictions_MG__45,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,My mother then told me that they had dropped them from the worklist.,My moder con call me sey de don drop dem from work o.,ABJ_INF_12_Evictions_MG__46,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"That they were looking for younger people, they were in need of new people.","Sey de dey find fresh blood, de dey wan new people.",ABJ_INF_12_Evictions_MG__47,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, then they sacked the old ones without giving them anything.",So de con sack di old one witout giving dem anyting.,ABJ_INF_12_Evictions_MG__48,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They just dropped them like that.,De just drop dem like dat.,ABJ_INF_12_Evictions_MG__49,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,That there was no more money in it.,Sey money never come dis one.,ABJ_INF_12_Evictions_MG__50,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,That was even before Goodluck got into power.,Dat was even before Goodluck enter power o.,ABJ_INF_12_Evictions_MG__51,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Right up to now, we are still waiting.","Even till now sef, we still dey wait.",ABJ_INF_12_Evictions_MG__52,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They are saying they will be calling.,De dey say de go dey call.,ABJ_INF_12_Evictions_MG__53,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Every, every time they call, they say they want to collect names.","Every, everytime de call, de talk sey de wan collect names.",ABJ_INF_12_Evictions_MG__54,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So-, even some of her colleagues, some have even died.","So-... sotay some of her colleagues sef, some don even die.",ABJ_INF_12_Evictions_MG__55,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Others don't even know...,Some no even know...,ABJ_INF_12_Evictions_MG__56,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,We don't even know where some of the others are.,We no even know where some dey.,ABJ_INF_12_Evictions_MG__57,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, the thing is, many of us Nigerians have suffered to bring this country to where it is.","So di ting be sey many of us, Nigerians don suffer to make dis country go where e go.",ABJ_INF_12_Evictions_MG__58,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"The thing is that none of us is, is, is ev..., none of us is...","Wetin be sey none of us dey, dey, dey ev-... none of us dey...",ABJ_INF_12_Evictions_MG__59,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,The government is just looking.,Government dey look.,ABJ_INF_12_Evictions_MG__60,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Uh... now in some countries like London for instance, they pay senior citizens.","Ah for some countries now (like London now), de dey pay old citizens.",ABJ_INF_12_Evictions_MG__61,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"People who have been in the country a long time, they give them a small allowance because they know they can't work like before.","People wey don stay di country well, well, de dey give dem small allowances because de know sey de no fit too hustle like dat.",ABJ_INF_12_Evictions_MG__62,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So if the government can, even if it is not an allowance, they should pay people what they owe them.","So if government go fit, even if no be allowances, make dem pay people wetin de owe dem.",ABJ_INF_12_Evictions_MG__63,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Like their fees, and money they are supposed to give them.","Like deir fees, and money wey de suppose to give dem.",ABJ_INF_12_Evictions_MG__64,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Pensions, that will do.","Pension money, dat ting go do.",ABJ_INF_12_Evictions_MG__65,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"It will go a long way because most people, that is what they depend on.","E go go long way because most people, na wetin de dey depend on.",ABJ_INF_12_Evictions_MG__66,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, that's what I'm just begging the government to try to do.",So na just wetin I just dey beg government meh dem try do be dat.,ABJ_INF_12_Evictions_MG__67,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"The government should try to come up with a little something because we, we are suffering a lot.","Make government try hustle out small ting because we sef, we dey suffer well, well.",ABJ_INF_12_Evictions_MG__68,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,We are the ones who suffer more.,Na we dey face am pass.,ABJ_INF_12_Evictions_MG__69,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"If anything gets more expensive (fuel, or whatever else), it's the poor who suffer, because the rich have more money.","If anyting increase (di fuel increase, or oders increase), na di poor man dey suffer am because rich man get money pass us.",ABJ_INF_12_Evictions_MG__70,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because in Nigeria, it's like the poor are becoming poorer, and the rich, they are getting richer.","Because for Nigeria, e be like sey na di poor ones dey get poor pass, and di rich ones, na im e con get money pass.",ABJ_INF_12_Evictions_MG__71,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Because it's like everything is getting worse.,Because e be like sey everyting just dey go from bad to worst.,ABJ_INF_12_Evictions_MG__72,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, the government should make an effort.",So make government don try.,ABJ_INF_12_Evictions_MG__73,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because I am not the only one, many of my mates too.","Because no be only me, many of my mate too sef.",ABJ_INF_12_Evictions_MG__74,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Yesterday, for instance, one of my friends who stays in the same area as me, a bulldozer came to get rid of the shop where his mother sells food.","Like yesterday, one of my friend wey we dey stay for di same area, bulldozer come con scatter di shop wey im mama take dey sell food.",ABJ_INF_12_Evictions_MG__75,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,And that's how they get by.,And na from dere de dey chop.,ABJ_INF_12_Evictions_MG__76,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"It just scattered the food, including the cooler and the fridge too.","Just scatter di food, even scatter plus cooler, and di fridge join.",ABJ_INF_12_Evictions_MG__77,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"And after, they will say ""we are one Nigeria.""","And after, de go say we are one Nigeria.",ABJ_INF_12_Evictions_MG__78,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, that kind of thing makes no sense anymore.",So dat kind ting no make sense now.,ABJ_INF_12_Evictions_MG__79,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Even if they want to move a person from where he is, they will first warn him to leave.","Even if de wan comot person from where e dey, de go first warn am first meh e comot.",ABJ_INF_12_Evictions_MG__80,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,Not that they will just come and do anything because they have power.,No be sey de will just come con dey do anyhow because de get power.,ABJ_INF_12_Evictions_MG__81,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Because now in Nigeria, it's like the poor don't have any rights.","Because now for Nigeria, e be like sey poor people no get right.",ABJ_INF_12_Evictions_MG__82,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,And it doesn't make sense because all of us are one Nigeria.,And e no make sense because all of us na one Nigeria.,ABJ_INF_12_Evictions_MG__83,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, they should have made a little effort just to settle people.",So de for don try small ting just tay arrange person.,ABJ_INF_12_Evictions_MG__84,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"But don't make... don't make poor people... don't make people turn to crime now, and start to do what makes no sense.","But meh, meh poor people, meh people no con turn to di side of crime now, con dey do wetin e no make sense now.",ABJ_INF_12_Evictions_MG__85,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"So, that is just what I am begging of the government: let them be useful.",So na wetin I just dey beg di government meh dem don dey useful.,ABJ_INF_12_Evictions_MG__86,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They should not just sit there talking about the twenty thirteen budget when it's twenty seventeen.,Make dem not just sit down dere dey talk about twenty thirteen budget when we dey twenty seventeen.,ABJ_INF_12_Evictions_MG__87,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They should move forward little by little.,"Make de dey take di future small, small.",ABJ_INF_12_Evictions_MG__88,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,They should not take it too far.,Make dem no dey take am too far.,ABJ_INF_12_Evictions_MG__89,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp29,"Please, because we are the ones who suffer the most.",Because na we dey suffer am pass abeg.,ABJ_INF_12_Evictions_MG__90,http://naijasyncor.huma-num.fr/carte/mp3/ABJ_INF_12_Evictions_MG.wav
Sp37,This story I wanna tell now is about my own life experience.,"Dis story wen I wan give now, na about my own life experience.",BEN_02_Andrew-Lifestory_MG__1,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,My mother and father are...,"My papa, and mama dey...",BEN_02_Andrew-Lifestory_MG__2,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"They are from Etsako in Edo State, in Nigeria, where they had me.",Dem na from Etsako in Edo State for inside Nigeria wey dem give birth to me.,BEN_02_Andrew-Lifestory_MG__3,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"They gave birth to me, but they didn't just have me.","As dem give birth to me, no be me alone dem give birth to o.",BEN_02_Andrew-Lifestory_MG__4,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,There are eight of us.,We be eight in number.,BEN_02_Andrew-Lifestory_MG__5,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"We were six boys, and two girls.","We con be six boys, and two girls.",BEN_02_Andrew-Lifestory_MG__6,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"In the process, as you get older, life, it is full of different challenges.","In process, as person dey grow for life, di life, e full of different challenges sha o.",BEN_02_Andrew-Lifestory_MG__7,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Though it's God who helps us all through.,Though na God na im dey see us through.,BEN_02_Andrew-Lifestory_MG__8,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"When we were growing up, as young children, when our parents gave... when they gave birth to us, we were strong, and healthy, and we were growing up well.","When we dey grow up, as young children, our parents give us, give birth to us strong, and healthy, and we dey grow up well.",BEN_02_Andrew-Lifestory_MG__9,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"We played outside, played when coming back to the house, went to school, came back home.","Play go outside, play come house, go school, come back.",BEN_02_Andrew-Lifestory_MG__10,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"One fateful day, then when I turned seven, I was going to school, we had started writing our final exam to go to the next class.","One fateful day, den when I don reach seven years, wen I take go school we don dey write our final exam to go to di next class.",BEN_02_Andrew-Lifestory_MG__11,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"I was in primary two then, ready to go to primary three.",I dey primary two then to go to primary three.,BEN_02_Andrew-Lifestory_MG__12,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,I didn't finish my exam.,I no finish my exam.,BEN_02_Andrew-Lifestory_MG__13,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"It was from there, I got sick and had to come back to the house.",Na dere I for con sick come house.,BEN_02_Andrew-Lifestory_MG__14,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Then they rushed me back to the house.,De con rush me come house.,BEN_02_Andrew-Lifestory_MG__15,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Ah!,Ah!,BEN_02_Andrew-Lifestory_MG__16,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"When my mother saw me, she said no, this one is not the one (Though my father had travelled, he was not around...)... she said this is not a case of self medication.","When my mama con see how my body be, say no, dis one no be di one (though my papa travel, e no dey around), sey no be di one wen e go take put me for house dey do self medication.",BEN_02_Andrew-Lifestory_MG__17,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Then she swung into action.,She con swing into action.,BEN_02_Andrew-Lifestory_MG__18,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"With her nextdoor neighbour, they took me to a specialist hospital.","With her oder neighbour, de con carry me go specialist hospital.",BEN_02_Andrew-Lifestory_MG__19,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"When we got there, they said ""no, uh... this one needs to be admitted straight away.""","When we reach dere, de say no ah dis one na admission straight o.",BEN_02_Andrew-Lifestory_MG__20,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Then they placed me on admission.,De con put me for admission.,BEN_02_Andrew-Lifestory_MG__21,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"Then they did a series of surgical operations, even before my father came back from his journey.",Con do series of operation even before my papa con come from journey.,BEN_02_Andrew-Lifestory_MG__22,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"As he came back from his journey, he said his body gave him signs, so he came back.","As im come from journey say body give am sign, naim come back.",BEN_02_Andrew-Lifestory_MG__23,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Then he knew that uh... I was hospitalized.,Con really see sey ah me dey on admission.,BEN_02_Andrew-Lifestory_MG__24,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"Then we really tried everything, it was a battle for almost a year in that specialist...","We con try o, battle o for almost a year for dat specialist.",BEN_02_Andrew-Lifestory_MG__25,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"Then when they wanted to do renovation, they transferred me to UBTH.","When de wan con do renovation, de con refer me to UBTH.",BEN_02_Andrew-Lifestory_MG__26,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"They said no, I should go to UBTH.","Sey no o, make I con go UBTH!",BEN_02_Andrew-Lifestory_MG__27,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,So I was in UBTH.,So I con dey UBTH.,BEN_02_Andrew-Lifestory_MG__28,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,"UBTH also placed me on admission, they did a series of surgical operations on my body.","Ubth con still put me on admission, con do series of operation for my body.",BEN_02_Andrew-Lifestory_MG__29,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
Sp37,Then...,Con...,BEN_02_Andrew-Lifestory_MG__30,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
