,Speaker ID,Text_en,Text_ortho,Sent ID,Sound Url
1194,Sp37,Then they placed me on admission.,De con put me for admission.,BEN_02_Andrew-Lifestory_MG__21,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1195,Sp37,"Then they did a series of surgical operations, even before my father came back from his journey.",Con do series of operation even before my papa con come from journey.,BEN_02_Andrew-Lifestory_MG__22,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1196,Sp37,"As he came back from his journey, he said his body gave him signs, so he came back.","As im come from journey say body give am sign, naim come back.",BEN_02_Andrew-Lifestory_MG__23,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1197,Sp37,Then he knew that uh... I was hospitalized.,Con really see sey ah me dey on admission.,BEN_02_Andrew-Lifestory_MG__24,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1198,Sp37,"Then we really tried everything, it was a battle for almost a year in that specialist...","We con try o, battle o for almost a year for dat specialist.",BEN_02_Andrew-Lifestory_MG__25,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1199,Sp37,"Then when they wanted to do renovation, they transferred me to UBTH.","When de wan con do renovation, de con refer me to UBTH.",BEN_02_Andrew-Lifestory_MG__26,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1200,Sp37,"They said no, I should go to UBTH.","Sey no o, make I con go UBTH!",BEN_02_Andrew-Lifestory_MG__27,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1201,Sp37,So I was in UBTH.,So I con dey UBTH.,BEN_02_Andrew-Lifestory_MG__28,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1202,Sp37,"UBTH also placed me on admission, they did a series of surgical operations on my body.","Ubth con still put me on admission, con do series of operation for my body.",BEN_02_Andrew-Lifestory_MG__29,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1203,Sp37,Then...,Con...,BEN_02_Andrew-Lifestory_MG__30,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1204,Sp37,"Well, they did a good job.",De try sha.,BEN_02_Andrew-Lifestory_MG__31,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1205,Sp37,They brought me back to life.,Sey de fit revive me back to life.,BEN_02_Andrew-Lifestory_MG__32,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1206,Sp37,"At the end of the day, even on my sick bed, I was not even praying to live because the pain I was enduring at that time was too much, I was in an awful situation.","At di end of di day, even me on my sick bed, I no even dey pray to even live because di pain wen I dey pass through at dat time dey too much, dey terribly bad.",BEN_02_Andrew-Lifestory_MG__33,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1207,Sp37,"So we tried, tried, tried everything.","So we try, try, try.",BEN_02_Andrew-Lifestory_MG__34,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1208,Sp37,Even the hospital could not make headway.,Even di hospital no fit make headway.,BEN_02_Andrew-Lifestory_MG__35,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1209,Sp37,"Then they said, okay, let's try native medicine.",De con say okay make we try native.,BEN_02_Andrew-Lifestory_MG__36,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1210,Sp37,"Then my parents took me to the villages, all sorts of villages.","My parents con carry me go villages, different, different villages.",BEN_02_Andrew-Lifestory_MG__37,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1211,Sp37,One guy would bring his own medicine.,Dis one go bring im own medicine.,BEN_02_Andrew-Lifestory_MG__38,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1212,Sp37,"Another would would say, ""ah, it's this.",Dis one go say ah na dis one.,BEN_02_Andrew-Lifestory_MG__39,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1213,Sp37,"Someone who had this disease took this one... it's this one... it cured him at the time.""","Person wey e sick dis one, na dis one e take cure am one time.",BEN_02_Andrew-Lifestory_MG__40,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1214,Sp37,They did all sorts of things.,Dem do different types of things.,BEN_02_Andrew-Lifestory_MG__41,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1215,Sp37,Some would say no.,Some go say no o.,BEN_02_Andrew-Lifestory_MG__42,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1216,Sp37,You should do a sacrifice.,Na to do sacrifice.,BEN_02_Andrew-Lifestory_MG__43,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1217,Sp37,Do all the sacrifice for...,Do all di sacrifice for...,BEN_02_Andrew-Lifestory_MG__44,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1218,Sp37,"All these ones I am telling you now, it took us seven years.","All dis one I dey tell you so, e con take over seven years.",BEN_02_Andrew-Lifestory_MG__45,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1219,Sp37,So even my parents got tired.,So even my parents con tire.,BEN_02_Andrew-Lifestory_MG__46,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1220,Sp37,Even my father got tired.,My papa sef con tire.,BEN_02_Andrew-Lifestory_MG__47,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1221,Sp37,He then realised the truth.,E con see as di matter be.,BEN_02_Andrew-Lifestory_MG__48,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1222,Sp37,"He said, this one is... it's either I live, or I go to the other side.","E say dis one na, is either I live, or I go di oder side of the world.",BEN_02_Andrew-Lifestory_MG__49,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1223,Sp37,Then he said he could not continue anymore.,E con say e no fit anymore.,BEN_02_Andrew-Lifestory_MG__50,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1224,Sp37,"Then he moved me from the village to town, and said that whatever happens, we will accept it.","Con move me from village come town say anything wey happen, we go take am like dat.",BEN_02_Andrew-Lifestory_MG__51,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1225,Sp37,Glory be to God!,To God be di glory!,BEN_02_Andrew-Lifestory_MG__52,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1226,Sp37,"October... (but I cannot remember the exact year now) October... (just after seven years)... a... October second, it was that day [eng that I found my healing eng].","October (but I no go fit remember di exact year now), October (when e just be seven years), October second, na dat day na im I found my healing.",BEN_02_Andrew-Lifestory_MG__53,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1227,Sp37,"And this time, I went back to the church.","And dis time, I con come back to di church.",BEN_02_Andrew-Lifestory_MG__54,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1228,Sp37,"I will say that for this one, my life is a miracle.","I go say for dis one, my life na miracle.",BEN_02_Andrew-Lifestory_MG__55,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1229,Sp37,"You know, I didn't get healed at the herbalist's.","You know, I no find my healing for di herbalist place.",BEN_02_Andrew-Lifestory_MG__56,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1230,Sp37,I did not get healed at the hospital where I went.,I no find my healings for di hospital wen I go.,BEN_02_Andrew-Lifestory_MG__57,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1231,Sp37,"It was in the church, when we came back to the church, where we were born, which... which is the Roman Catholic Church, it was there I found my miracle, I found my healing.","Na church wen we con come back to di church wen dem born us put which, wen be di Roman Catholic Church na dere me con find my miracle wen I con take find my healing.",BEN_02_Andrew-Lifestory_MG__58,http://naijasyncor.huma-num.fr/carte/mp3/BEN_02_Andrew-lifestory_MG.wav
1232,Sp41,"This dish, the dish I want to teach you all how to cook, is egusi.","Dis soup, di soup wey I wan teach una how to cook, na egusi soup.",BEN_08_Egusi-And-Banga-Soup_MG__1,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1233,Sp41,"The way to cook egusi is to take out your egusi seeds, and grind them.","How dey take dey cook egusi soup be sey you go bring out your egusi, you go grind am.",BEN_08_Egusi-And-Banga-Soup_MG__2,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1234,Sp41,Mstchew.,Mtschew!,BEN_08_Egusi-And-Banga-Soup_MG__3,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1235,Sp41,"If you finish grinding, you can use...","If you grind am finish, you fit use...",BEN_08_Egusi-And-Banga-Soup_MG__4,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1236,Sp41,"Some use a grinding stone to grind it, some use me- uh... a grinding machine to grind it, some use a blender to grind it.","Some dey use grinding stone grind am, some dey use me-... eh grinding machine grind am, some dey use blender dey grind am.",BEN_08_Egusi-And-Banga-Soup_MG__5,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1237,Sp41,"However you do it, the esugi is smooth.","Anyone wey you provided, di egusi smooth.",BEN_08_Egusi-And-Banga-Soup_MG__6,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1238,Sp41,"When it is smooth... it has turned to powder, you put it into a bowl, you put it into a plastic bowl.","If e don smooth, don turn powder, you turn am put inside bowl, you put am inside rubber.",BEN_08_Egusi-And-Banga-Soup_MG__7,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1239,Sp41,You put it into a plastic bowl.,You turn am put inside rubber.,BEN_08_Egusi-And-Banga-Soup_MG__8,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1240,Sp41,"Once you've put it in the plastic bowl, you add a little water, you stir it.","When you don put am inside di rubber, you add small water, you turn am.",BEN_08_Egusi-And-Banga-Soup_MG__9,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1241,Sp41,You can add chilli peppers.,You fit put pepper inside.,BEN_08_Egusi-And-Banga-Soup_MG__10,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1242,Sp41,"Once you've added your peppers, slice your onions and put them inside.","You put pepper inside, slice your onions put inside.",BEN_08_Egusi-And-Banga-Soup_MG__11,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1243,Sp41,Some like to fry it while others don't.,Some of dem dey like to fry am while some people no dey like.,BEN_08_Egusi-And-Banga-Soup_MG__12,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1244,Sp41,"Some like to fry it, others don't.","Some dey like to fry, some no dey like to fry am.",BEN_08_Egusi-And-Banga-Soup_MG__13,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1245,Sp41,But I want to tell you the one that th-... you...,"But I wan tell you di one wey de, you...",BEN_08_Egusi-And-Banga-Soup_MG__14,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1246,Sp41,Uh... it is the fried one I want to tell you about now.,Ehn na di frying aspect own na im I wan tell you so.,BEN_08_Egusi-And-Banga-Soup_MG__15,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1247,Sp41,"For the fried version, as you put it into the bowl, you turn it and that's it.","Di frying aspect be sey as you put am inside bowl, you turn am finish.",BEN_08_Egusi-And-Banga-Soup_MG__16,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1248,Sp41,You put the uh... onions inside the ma-... uh... inside the egusi.,You put di eh onions inside di ma-... eh inside di egusi.,BEN_08_Egusi-And-Banga-Soup_MG__17,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1249,Sp41,"You turn, eh you..., you put the..., uh... sliced onions into it.","You turn, eh you, you put di, eh slice onions put.",BEN_08_Egusi-And-Banga-Soup_MG__18,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1250,Sp41,You stir it well.,You stir am finish.,BEN_08_Egusi-And-Banga-Soup_MG__19,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1251,Sp41,"Once you have finished stirring it, you put it into the hot oil.","After you don stir am finish, you turn am put inside di hot oil.",BEN_08_Egusi-And-Banga-Soup_MG__20,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1252,Sp41,But you don't wait for the oil to bleach before you put everything inside.,But you no go wait meh di oil bleach before you turn everything put.,BEN_08_Egusi-And-Banga-Soup_MG__21,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1253,Sp41,"When you have finished putting it inside, inside the ho-, uh... hot oil, you then keep stirring it so that it will not burn.","When you don turn am inside, put inside di ho-... eh hot oil, you con still dey turn am so that e no go burn.",BEN_08_Egusi-And-Banga-Soup_MG__22,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1254,Sp41,You keep stirring it until uh... the egusi has changed colour.,"You go still dey turn am, dey turn until eh egusi don change colour.",BEN_08_Egusi-And-Banga-Soup_MG__23,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1255,Sp41,"Once it has changed colour inside that pot, it has changed colour a little, you see the cu-... the co-... uh... difference in colour, then, you add water.","Once e don change colour inside dat pot, e don change colour small, you don see di cu-... di co-... eh difference in colour finish, den, you go con add water.",BEN_08_Egusi-And-Banga-Soup_MG__24,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1256,Sp41,"If it's meat stock, if it's meat stock, you add... you pour it inside.","If na meat water, if na meat water, you add, you pour am inside.",BEN_08_Egusi-And-Banga-Soup_MG__25,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1257,Sp41,"Once you've poured the meat stock inside the, the... inside the dish, you stir it a little.","Once you don pour di meat water inside di, di, inside di soup, you go con turn am small.",BEN_08_Egusi-And-Banga-Soup_MG__26,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1258,Sp41,Leave it to boil.,Leave am make e boil.,BEN_08_Egusi-And-Banga-Soup_MG__27,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1259,Sp41,"But before it boils, you have put all your maggi, your salt, your crayfish.","But before e go boil, you go don put all your maggi, your salt, your crayfish.",BEN_08_Egusi-And-Banga-Soup_MG__28,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1260,Sp41,"If it's locust bean cake you have, you stir it into the dish.","If na dawadawa you get, you turn am put.",BEN_08_Egusi-And-Banga-Soup_MG__29,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1261,Sp41,"Once you have finished putting it in, and it has finished boiling, then you add your meat.","Once you don put am finish, e don boil finish, den you put your meat.",BEN_08_Egusi-And-Banga-Soup_MG__30,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1262,Sp41,"If the meat is not soft yet, you add it when you put all your ingredients so that everything boils together.","If di meat never soft, you put am dat period wey be sey you dey put all your ingredients so dat everyting go boil together.",BEN_08_Egusi-And-Banga-Soup_MG__31,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1263,Sp41,"Once everything has boiled together, everything has finished boiling, then you add...","Once everything don boil together, everything don boil finish, before you go con add.",BEN_08_Egusi-And-Banga-Soup_MG__32,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1264,Sp41,"If it's bitter leaf that you have, that you want to put inside, you add it; if it's pumpkin leaf that you want to put inside, add it.","If na bitter leaf you get o, you wan put inside, you put, if na pumpkin leaf you wan put inside, you put inside.",BEN_08_Egusi-And-Banga-Soup_MG__33,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1265,Sp41,"Then, add salt.","Den, you put salt.",BEN_08_Egusi-And-Banga-Soup_MG__34,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1266,Sp41,Then leave it to boil.,Den you leave am make e boil.,BEN_08_Egusi-And-Banga-Soup_MG__35,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1267,Sp41,"If it has boiled very well, it has boiled very very well, as you see that it has boiled very very well, taste it.","If e don boil well, e don boil well, well, as you see am say e dey boil well, well, you taste am.",BEN_08_Egusi-And-Banga-Soup_MG__36,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1268,Sp41,"If the taste st-... if the taste ni-... it doesn't taste how you want, add more again.","If di taste st-... if di taste ni, e no meet up to di taste wey you want, you still add.",BEN_08_Egusi-And-Banga-Soup_MG__37,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1269,Sp41,"If it's the salt that is not sufficient yet, add a little more salt.","If na salt never dey am, you add small salt join am.",BEN_08_Egusi-And-Banga-Soup_MG__38,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1270,Sp41,"Then when it has finished boiling, bring it down.","Den when e don boil finish, you bring am down.",BEN_08_Egusi-And-Banga-Soup_MG__39,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1271,Sp41,"If it's garri you wanna have with it, uh... that you want to eat it with, use garri.","If na garri you wan use eat, eh you wan use take am, use garri.",BEN_08_Egusi-And-Banga-Soup_MG__40,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1272,Sp41,"If uh... It's eba, use eba.","If eh dat's eba, you use eba.",BEN_08_Egusi-And-Banga-Soup_MG__41,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1273,Sp41,"If it's mashed yam that you want to use, use mashed yam.","If na pounded yam you wan use, you use pounded yam.",BEN_08_Egusi-And-Banga-Soup_MG__42,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1274,Sp41,"If it's semo, use semo, or amala.","If na semo, you use semo, or amala.",BEN_08_Egusi-And-Banga-Soup_MG__43,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1275,Sp41,"Any one, any food you want to eat it with, it's... you can use it to eat it.","Anyone, any food wey you wan use eat am, na you fit use am eat.",BEN_08_Egusi-And-Banga-Soup_MG__44,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1276,Sp41,"The dish that I like to cook, is, it's banga.","Di soup wey I like to cook, na im be banga soup.",BEN_08_Egusi-And-Banga-Soup_MG__45,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1277,Sp41,Because banga is natural oil.,Because banga na natural oil.,BEN_08_Egusi-And-Banga-Soup_MG__46,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1278,Sp41,That's what banga is.,Na im dey banga.,BEN_08_Egusi-And-Banga-Soup_MG__47,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1279,Sp41,"To cook a dish of banga, you need to extract the oil and keep it.","To cook banga soup, you go fit remove oil keep for inside.",BEN_08_Egusi-And-Banga-Soup_MG__48,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1280,Sp41,"If you want to use the oil, you can use it.","If you wan use di oil, go let you use!",BEN_08_Egusi-And-Banga-Soup_MG__49,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1281,Sp41,And banga is a dish that's good for the body.,And banga na soup wey be sey e good for body.,BEN_08_Egusi-And-Banga-Soup_MG__50,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1282,Sp41,"Even our doctors nowadays, they are encouraging us to cook it.","Even our doctors nowadays, dem dey encourage us make we dey cook am.",BEN_08_Egusi-And-Banga-Soup_MG__51,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1283,Sp41,"So, I will teach you how to cook banga.",So I go teach una di method to take cook di banga.,BEN_08_Egusi-And-Banga-Soup_MG__52,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1284,Sp41,"One you have b-, bought your banga at the market, make sure that you wash it very well.","Once you don b-... buy your banga for market, make sure sey you wash am very well.",BEN_08_Egusi-And-Banga-Soup_MG__53,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1285,Sp41,Or maybe it's from your backyard you pick it.,Or maybe na your backyard you for cut am.,BEN_08_Egusi-And-Banga-Soup_MG__54,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1286,Sp41,Make sure that you wash it very well.,Make sure sey you wash am very well.,BEN_08_Egusi-And-Banga-Soup_MG__55,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1287,Sp41,Put it into a pot.,You put am for pot.,BEN_08_Egusi-And-Banga-Soup_MG__56,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1288,Sp41,It's done...,E done.,BEN_08_Egusi-And-Banga-Soup_MG__57,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1289,Sp41,"If the banga is done, you will smell the aroma that tells you it's done.","If di banga don done, you self go dey hear di aroma sey di thing don done.",BEN_08_Egusi-And-Banga-Soup_MG__58,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1290,Sp41,"Once it is done, after twenty or twenty five minutes, you remove it.","Once e don done, for twenty, or twenty five minutes, you go remove am.",BEN_08_Egusi-And-Banga-Soup_MG__59,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1291,Sp41,You pound it in a mortar.,You go pound am for mortar.,BEN_08_Egusi-And-Banga-Soup_MG__60,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1292,Sp41,"When you pound it in a mortar, make sure that all the husk, the edges, eh the back shell which you have pounded, is all smooth.","When you pound am for mortar, you go make sure sey all di kanda, di edge, eh di back shell wey you pound, all smooth.",BEN_08_Egusi-And-Banga-Soup_MG__61,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1293,Sp41,"Because if it's not smooth, the oil doesn't come out very well.","Because if e no smooth, di oil no go come out very well.",BEN_08_Egusi-And-Banga-Soup_MG__62,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1294,Sp41,"Once it's done, after twenty or twenty five minutes, you remove it.","But if e smooth, you go fit get your oil, and di flavour wey you dey find for inside.",BEN_08_Egusi-And-Banga-Soup_MG__63,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1295,Sp41,"So once you've pounded it very well in a mortar, then you filter it with hot water.","So once you don pound am very well for mortar, den you go filter am with hot water.",BEN_08_Egusi-And-Banga-Soup_MG__64,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1296,Sp41,"Some, they say they don’t want it to be too watery.","Some, de go say de no want make di thing too dey watery.",BEN_08_Egusi-And-Banga-Soup_MG__65,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1297,Sp41,"But by the time you have used enough water to filter it well, that is when the thing comes out well.","But by di time wey you go use enough water take filter am well, na im di thing go come out well.",BEN_08_Egusi-And-Banga-Soup_MG__66,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1298,Sp41,Ehen!,Ehen!,BEN_08_Egusi-And-Banga-Soup_MG__67,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1299,Sp41,But banga really takes uh... time to cook!,Dough banga soup dey take eh time o.,BEN_08_Egusi-And-Banga-Soup_MG__68,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1300,Sp41,"Now if you're using firewood, you see that yes, it is quick.","If na fire wood now, you go know sey yes e go quick.",BEN_08_Egusi-And-Banga-Soup_MG__69,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1301,Sp41,The dish gets thick fast.,Di soup go quick thick.,BEN_08_Egusi-And-Banga-Soup_MG__70,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1302,Sp41,"But if it's a gas cooker, if it's a stove, be ready to use enough gas, and enough kerosene.","But if na gas, if na stove, go ready to use enough gas, and enough kerosine.",BEN_08_Egusi-And-Banga-Soup_MG__71,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1303,Sp41,But that doesn’t mean anything.,But dat one no mean.,BEN_08_Egusi-And-Banga-Soup_MG__72,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1304,Sp41,"To get the typical result, it... that's what matters.","For us to arrive at our normal result, na, na im make am.",BEN_08_Egusi-And-Banga-Soup_MG__73,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
1305,Sp41,"Because if you don’t use hot water to rinse it well, the banga will still stick to the kernel, and that is, is a waste.","Because if you no use hot water take rinse am well, di banga go still follow di kernel comot, and dat one na, na waste.",BEN_08_Egusi-And-Banga-Soup_MG__74,http://naijasyncor.huma-num.fr/carte/mp3/BEN_08_Egusi-and-Banga-Soup_MG.wav
